geocode_name;lat;lon;workers
taizhou;28.66266;121.43312;500
mixco;14.63077;-90.60711;500
nakhon pathom;13.8196;100.04427;500
naucalpan;19.47851;-99.23963;500
olocuilta;13.56972;-89.11722;500
pune;18.51957;73.85535;500
pulandian;39.39528;121.96694;500
kuala lumpur;3.1412;101.68653;500
konya;37.87135;32.48464;500
semenyih;2.9516;101.843;500
kaohsiung;22.61626;120.31333;500
jining;35.405;116.58139;500
jiangyin;31.91102;120.26302;500
jiading;25.4295;114.92804;500
shaoyang;27.23818;111.46214;500
shenyang;41.79222;123.43278;500
shishi;24.74203;118.63638;500
ipoh;4.5841;101.0829;500
ilopango;13.70167;-89.10944;500
suqian;33.94917;118.29583;500
iksan;35.94389;126.95444;500
svay rieng;11.08785;105.79935;500
haridwar;29.94791;78.16025;500
haiyan;28.73632;109.12367;500
maha sarakham;16.18483;103.30067;500
