geocode_name;lat;lon;workers
mumbai;19.07283;72.88261;500
lap thach;21.41539;105.46081;500
merkez;40.12954;26.42075;500
huanggang;30.45143;114.87035;500
henan;53.18333;8.0;500
cirebon;-6.7063;108.557;500
san juan del rio;16.88407;-96.15983;500
manisa;38.61202;27.42647;500
contepec;19.95432;-100.16385;500
delhi;42.27814;-74.91599;500
tai'an;30.79554;108.65921;500
dong nai;11.57981;107.36518;500
dongyang;29.83291;106.45066;500
suqian;33.94917;118.29583;500
sialkot;32.49268;74.53134;500
edirne;41.67719;26.55597;500
erode;11.3428;77.72741;500
foshan;23.02677;113.13148;500
fuding;27.32734;120.21399;500
fuqing;25.7294;119.37469;500
fuxin;42.01556;121.65889;500
gaizhou;40.39417;122.36861;500
gómez palacio;25.56985;-103.49588;500
hebi;35.89917;114.1925;500
hefei;31.86389;117.28083;500
san juan xiutetelco;19.79563;-97.32578;500
comilla;23.46186;91.18503;500
