Factories_name;Parent_companies_name;Country_parent;Address_1_factory;Address_2_factory;Address_3_factory;City_factory;Zip_Code_factory;Province_State_factory;countrycode;country_parent_num;factory_parent_different;Product_Categories_grp;b1_Adidas;b2_ASICS;b3_ASOS;b4_CandA;b5_Debenhams;b6_Esprit;b7_GAP;b8_G_STAR;b9_HandM;b10_MandS;b11_NIKE;b12_Pentland;b13_Primark;b14_PUMA;b15_Under_Armour;b16_VF_Corp;b17_Amer_Sports;b18_Bestseller;b19_KappAhl;b20_New_Balance;b21_Levi_Strauss;b22_PVH;b23_Tesco;b24_UNIQLO;TOTAL_BRANDS;employees_p_factory;nonmbrs;b1_Adidas_DICH;b2_ASICS_DICH;b3_ASOS_DICH;b4_CandA_DICH;b5_Debenhams_DICH;b6_Esprit_DICH;b7_GAP_DICH;b8_G_STAR_DICH;b9_HandM_DICH;b10_MandS_DICH;b11_NIKE_DICH;b12_Pentland_DICH;b13_Primark_DICH;b14_PUMA_DICH;b15_Under_Armour_DICH;b16_VF_Corp_DICH;b17_Amer_Sports_DICH;b18_Bestseller_DICH;b19_KappAhl_DICH;b20_New_Balance_DICH;b21_Levi_Strauss_DICH;b22_PVH_DICH;b23_Tesco_DICH;b24_UNIQLO_DICH;employees_p_factory_gt1000;ownership_grp;TOTAL_BRANDS16;TOTAL_BRANDS16_dich;femployees_p_factory;EPZ;Country
Ascott Underwear Co Ltd Dalian;Ascott Underwear Co LtdDalian;CN;Zhanqian Street,Jinzhou Disterict Of Dalian City,Village;Industrial Park,Ma;;dalian;116000;liaoning;China;China;yes;footwear;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;yes;China
Bosideng Co Ltd Changshu Garment Factory;Changshu Bosideng Imp & Exp Co Ltd;CN;Bosideng Industrial Zone;;;changshu;215532;jiangsu;China;China;yes;footwear;2500;0;0;0;0;0;0;0;0;0;0;0;2500;0;0;2500;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;4;2500.0;500.0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;yes;2500;7500.0;500.0;67;yes;China
Bowker Venture Garment Factory (Yun Fu) Co Ltd;Bowker Asia Ltd;HK;Zhen Xing Industrial Park;Chucheng Development District;;yunfu;527300;guangdong;China;344;yes;footwear;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;7500;500.0;500.0;-9;yes;China
Bowker Yee Sing Gmt Fty (He Yuan) Co Ltd;Bowker Asia Ltd;HK;No. 380-388 He Yuan Wide Road,;;Hou Jie Town;heyuan;517000;guangdong;China;344;yes;footwear;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;7500;500.0;500.0;-9;no;China
Brogia International Co Ltd;Brogia International Co Ltd;CN;31 Dong Fu Rd., Da Wei XinYuan;Che Ling Management District;;dongguan;523430;guangdong;China;China;no;7500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;no;China
Chaoyang Huahai Industry and Trade Co Ltd (New);Beijing Topnew Imp & Exp Co Ltd;CN;NO.103.SEC5.WENHUA ROAD;Longcheng Distrct;;chaoyang;122000;liaoning;China;China;yes;footwear;500;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;7500;500.0;500.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;no;2500;2500.0;500.0;-9;no;China
Clothing Plus Oy;Clothing Plus Oy;FI;No 3 Tiaoxi Dong Street;;;qianyuan town;313216;zhejiang;China;Finland;no;accessories;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;no;China
Dalian Huahong Sports Tool Co Ltd;Dalian Huahong Sports Tool Co Ltd;CN;Taiping Industry Zone PUWAN NEW DISTRICT;;Dalian Economic & Technical Development Zone;pulandian;116200;liaoning;China;China;no;rest;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;yes;China
Dalian Ichihiro Towel Co Ltd;Dalian Ichihiro Towel Co Ltd;CN;Dongbei 3rd Street;No.11;;dalian;116600;liaoning;China;China;no;accessories;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;500;500.0;500.0;-9;no;China
Dandong SLT Garment Industrial Co Ltd;Dandong SLT Garment Industrial Co Ltd;CN;Qianyang Economic Development Zone;;Gaobu Town;dandong;118301;liaoning;China;China;no;footwear;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;500;500.0;500.0;-9;yes;China
Dong Guan Pou Chen Footwear Company Limited;Pou Chen Corp;TW;Yue Yuen Industrial Park;Shang Jiang Cheng;Gaobu Town;dongguan;523287;guangdong;China;Taiwan;yes;7500;7500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2500;7500.0;500.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;yes;7500;500.0;500.0;-9;yes;China
Dong Guan Yue Yuen Footwear Co Ltd (YYII-YC1);Idea (Macao Commercial Offshore) Ltd;CN;Yue Yuen Industrial Zone ????????;Shaotan;WENTANG DONGCHENG EAST;dongguan;523286;guangdong;China;China;yes;7500;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;2500;500.0;500.0;-9;yes;China
Dongguan Jiahao Gift Co Ltd;Dongguan Jiahao Gift Co Ltd;CN;383 LIANYI INDUSTRIAL PARK;GUANWEN ROAD;;dongguan;523000;guangdong;China;China;no;accessories;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;yes;China
Dongguan Kamcaine Manufacturing Co Ltd;Dongguan Kamcaine Manufacturing Co Ltd;CN;Kamcaine Ind., No.363;LuHu East Road, Qing Xi Town;;dongguan;523648;guangdong;China;China;no;footwear;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;no;China
Dongguan Li Chao Plastic Products Co Ltd;Dongguan Li Chao Plastic Products Co Ltd;CN;6TH ROAD, YIN CHENG INDUSTRIAL ZONE, XIA BIAN, CHANG AN TOWN,;;;dongguan;523877;guangdong;China;China;no;accessories;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;yes;China
Dongguan Zerong Bag Ltd;RGL International Macao Commercial Offshore Ltd;CN;No. 382, Jin Xing Road, XiXi Industrial Area;Liaobu;;dongguan;523402;guangdong;China;China;yes;accessories;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;2500;500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7500;2500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;yes;2500;7500.0;500.0;-9;yes;China
Dongguan ZhengYong Leather Accessories Co Ltd;Dongguan ZhengYong Leather Accessories Co Ltd;CN;Block #6, the 2nd District of Liwu Wusha;Chang'an Town;;dongguan;523850;guangdong;China;China;no;accessories;500;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;no;500;2500.0;500.0;-9;yes;China
Evervan Chang Ning Footwear Co Ltd (EVL);Evervan International Ltd;HK;Taizi Industry zone;Qingyang road north,Qingyang new zone;NO.1 Liansheng Road;hengyang;421500;hunan;China;344;yes;7500;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;7500;500.0;500.0;-9;yes;China
Evervan Deyang Footwear Co Ltd;Evervan International Ltd;HK;Heng Yang county;Economic Technique, Development Zone,;Qingxin District;hengyang;421200;hunan;China;344;yes;7500;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;7500;500.0;500.0;-9;yes;China
Evervan Qingyuan Footwear Co Ltd;Evervan International Ltd;HK;NO. 16 BAPIAN Road,;Taihe Industrial Park,;;qingyuan;511800;guangdong;China;344;yes;7500;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;7500;500.0;500.0;-9;yes;China
Foshan NanHai JiuJiang Tengda Leather Garment Co Ltd;Foshan NanHai JiuJiang Tengda Leather Garment Co Ltd;CN;No. 358 Jiang Bin New Zone;Jiu Jiang Town;Aojiang Town;foshan;528203;guangdong;China;China;no;footwear;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;yes;China
Framas China Ltd(Fuzhou);Framas China Ltd (Fuzhou);HK;Lianhuang Road;Xiashan Village;Sanxiang Town;fuzhou;350500;fujian;China;344;no;7500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;7500;500.0;500.0;-9;no;China
Fu Son Garment Factory;Fu Son Garment Factory;CN;#1 Beiqu Avenue;Yagang Village;Fuzhou;zhongshan;528463;guangdong;China;China;no;footwear;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;no;China
Fujian Ching Luh Shoes Group Co Ltd-Gushan;Ching Luh Group;TW;Yuan Yang Village;Fu Ma Road;;fuzhou;350014;fujian;China;Taiwan;yes;7500;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;7500;500.0;500.0;-9;no;China
Fujian Pageone Garments Co Ltd;Fujian Pageone Garments Co Ltd;CN;Chigang Overseas Chinese Economic Development Zone;;LiCheng District;putian;351117;fujian;China;China;no;footwear;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;yes;China
Fujian Putian Lake Sports Goods Co Ltd;Fujian Putian Lake Sports Goods Co Ltd;CN;NanShaoLin Industry Park,;XiTianWei Town,;;putian;351100;fujian;China;China;no;7500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;no;China
FuJian XinLu Sports Products Co Ltd;FuJian XinLu Sports Products Co Ltd;CN;HuaLin Industrial Zone,;ChengXiang District,;Zhongshan city,GuangDong;putian;351139;fujian;China;China;no;7500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;yes;China
Full Tech Co Ltd;Full Tech Co Ltd;CN;No.52,Qianjin Road 3;3rd Industrial Zone,Tanzhou Town;Fuzhou;zhongshan;528467;guangdong;China;China;no;rest;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;2500;500.0;500.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;no;500;500.0;500.0;-9;yes;China
Fuluh Corporation;Sacher Overseas Inc;TW;7th Fuxing Investment Zone, Fuxing Road;Gushan Town;Qinghemen district,;fuzhou;350014;fujian;China;Taiwan;yes;7500;7500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;7500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;7500;500.0;500.0;-9;yes;China
Fuxin Tianze Shoes Co Ltd;Fuxin Tianze Shoes Co Ltd;CN;103#?Dongduan, Xinqu road,;Leather inductry zone,;Mawei;fuxin;123006;liaoning;China;China;no;7500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;yes;China
Fuzhou HuiFu Shoes Made Co Ltd;Fuzhou HuiFu Shoes Made Co Ltd;CN;Xianzhi Street NO.42;Huitou Industrial subdistrict;;fuzhou;350014;fujian;China;China;no;7500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;no;China
Fuzhou Development Zone Mega Union Shoes Co Ltd;Fuzhou Development Zone Mega Union Shoes Co Ltd;CN;No.1 Shang Qi Road;Mawei;Fuzhou development Zone;fuzhou;350015;fujian;China;China;no;7500;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;500;500.0;500.0;-9;yes;China
Fuzhou Fulian Shoes, Co Ltd;Fuzhou Fulian Shoes, Co Ltd;CN;Changtian industrial park building 1#;Changsheng Road 2#, Chang an investment district;Fuzhou development Zone;fuzhou;350016;fujian;China;China;no;7500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;yes;China
Fuzhou Hongxinhua shoes Co Ltd;Fuzhou Hongxinhua shoes Co Ltd;CN;Changtian industrial park building 1#, Changsheng Road 2#,;Chang an investment district;;fuzhou;350016;fujian;China;China;no;7500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;yes;China
Ganzhou Chuangda Footwear Ltd;Ganzhou Chuangda Footwear Ltd;CN;Shahe Industrial Park;Zhanggong District;Luogang District;ganzhou;341000;jiangxi;China;China;no;7500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;yes;China
Guangzhou Tien Sung Sporting Goods Co Ltd;Tien Sung Group;HK;No.3 Tian Sheng Road;Yunpu Industrial Zone;PANYU;guangzhou;511458;guangdong;China;344;yes;footwear;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;2500;500.0;500.0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;no;7500;500.0;500.0;-9;yes;China
Guangzhoushi Cortina Sports Goods Co Ltd;Guangzhoushi Cortina Sports Goods Co Ltd;CN;20A,1-2floor;LINGXING INDUSTRY SECTION,LIANHUASHAN BONDED PROCESSING;;guangzhou;511447;guangdong;China;China;no;rest;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;no;China
Haining BLS Leather Co Ltd;Haining BLS Leather Co Ltd;CN;No.99 Longxing Road, The Leather City;Industry Zone;;haining;314400;zhejiang;China;China;no;footwear;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;yes;China
Hangzhou Delicacy Textile., Co Ltd;Hangzhou Delicacy Textile., Co Ltd;TW;NO.15, 14th street, Hangzhou economic & technological;;;hangzhou;310018;zhejiang;China;Taiwan;no;footwear;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;no;China
HANGZHOU MOSSIELLA GARMENT Co Ltd;HANGZHOU MOSSIELLA GARMENT Co Ltd;CN;No.2.Xingfu South Road, Xiasha, Hangzhou;;;hangzhou;310012;zhejiang;China;China;no;footwear;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;no;China
Huayuan Headwear Manufacturing Co Ltd;Huayuan Assessories Ltd;CN;1099 Xiushan West Road;;;nantong;226100;jiangsu;China;China;yes;footwear;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;no;China
HYOWON Shoe Manufacturing (Dalian) Co Ltd;HWASEUNG INDUSTRIES Co Ltd;KR;Lingqianwei, Xingda Street,;Zhuanghe;Ganjingzi District;dalian;116400;liaoning;China;Korea;yes;7500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;7500;500.0;500.0;-9;no;China
Jangchun Shoe Manufacturing Dalian Co Ltd;HWASEUNG INDUSTRIES Co Ltd;KR;Sujia Village;Dalianwan Town;;dalian;116113;liaoning;China;Korea;yes;7500;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;7500;500.0;500.0;-9;no;China
Jangchun Shoe Manufacuring Tongliao Co Ltd;HWASEUNG INDUSTRIES Co Ltd;KR;Tongliao Economic Technological Development Zone;;;tongliao;28000;inner mongolia;China;Korea;yes;7500;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;7500;500.0;500.0;-9;yes;China
Jiangsu Huihe Garments Co Ltd;Jiangsu Huihe Garments Co Ltd;CN;No.218 Liang Chang Road, Jintan;;;changzhou;213200;jiangsu;China;China;no;footwear;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;no;China
Jiangsu Liberty Clothing Co Ltd;Liberty Trading (Macau) Cy Ltd;CN;88 Chenfeng Road, Jintan;;;changzhou;213200;jiangsu;China;China;yes;footwear;2500;0;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2500;2500.0;;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;2500;2500.0;500.0;-9;no;China
Jiangsu Liberty Clothing Co Ltd Jintan Washing Mill;Liberty Trading (Macau) Cy Ltd;CN;88 Chenfeng Road, Jintan;;;changzhou;213200;jiangsu;China;China;yes;footwear;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;no;China
Jiangsu Qian Li Ma Stockings Co Ltd;Jiangsu Qian Li Ma Stockings Co Ltd;CN;Dong Lai Development Area;Yang She Town;;zhangjiagang;215600;jiangsu;China;China;no;rest;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;yes;China
JiangSu Tianyuan Garments Co Ltd;JiangSu Tianyuan Garments Co Ltd;CN;No. 1 Yi Yuan Road;Mingzuling Town;;huai'an;211758;jiangsu;China;China;no;footwear;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;500;500.0;500.0;-9;no;China
JIAXING QUANG VIET GARMENT Co Ltd;Quang Viet Enterprise Co Ltd;TW;PINGXINGXIAN TONGXINDUAN 318 XINDAI TOWN, Pinghu;;Xiegang Town;jiaxing;314211;zhejiang;China;Taiwan;yes;footwear;2500;0;0;0;0;0;0;0;0;0;2500;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2500;2500.0;;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;7500;2500.0;500.0;56;no;China
Jing-Tuo Exquisite Metal Decoration Factory;Jing-Tuo Exquisite Metal Decoration Factory;CN;Jinchuan Industrial Zone;Zholin precinct;;dongguan;523595;guangdong;China;China;no;accessories;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;yes;China
Jinjing YiHeng Shoes Material Co Ltd;Jinjing YiHeng Shoes Material Co Ltd;CN;Jin jiang Economic Development Zone;;Shijing Pingshan Town Long-Gang Shenzhen;quanzhou;362200;fujian;China;China;no;7500;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;500;500.0;500.0;-9;yes;China
Kuan Fu Sports Goods (ShenZhen) Co Ltd;Kuan Fu Sports Goods (ShenZhen) Co Ltd;TW;No.103;Pingkuei Road;;shenzhen;518118;guangdong;China;Taiwan;no;rest;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;no;China
Kunshan Gea-Reach Garments Co Ltd;Kunshan Gea-Reach Garments Co Ltd;CN;No.577 Jiguang North Road;Shipu Qiandeng Town;;kunshan;215343;jiangsu;China;China;no;footwear;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;no;China
Lianjiang Ching Luh Shoes Co Ltd;Ching Luh Group;TW;Aojiang Investment Zone,Aojiang Town;Lianjiang,;;fuzhou;350500;fujian;China;Taiwan;yes;7500;7500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;7500.0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;7500;500.0;500.0;-9;yes;China
