Factories_name;Parent_companies_name;Country_parent;Address_1_factory;Address_2_factory;Address_3_factory;City_factory;Zip_Code_factory;Province_State_factory;countrycode;country_parent_num;factory_parent_different;Product_Categories_grp;b1_Adidas;b2_ASICS;b3_ASOS;b4_CandA;b5_Debenhams;b6_Esprit;b7_GAP;b8_G_STAR;b9_HandM;b10_MandS;b11_NIKE;b12_Pentland;b13_Primark;b14_PUMA;b15_Under_Armour;b16_VF_Corp;b17_Amer_Sports;b18_Bestseller;b19_KappAhl;b20_New_Balance;b21_Levi_Strauss;b22_PVH;b23_Tesco;b24_UNIQLO;TOTAL_BRANDS;employees_p_factory;nonmbrs;b1_Adidas_DICH;b2_ASICS_DICH;b3_ASOS_DICH;b4_CandA_DICH;b5_Debenhams_DICH;b6_Esprit_DICH;b7_GAP_DICH;b8_G_STAR_DICH;b9_HandM_DICH;b10_MandS_DICH;b11_NIKE_DICH;b12_Pentland_DICH;b13_Primark_DICH;b14_PUMA_DICH;b15_Under_Armour_DICH;b16_VF_Corp_DICH;b17_Amer_Sports_DICH;b18_Bestseller_DICH;b19_KappAhl_DICH;b20_New_Balance_DICH;b21_Levi_Strauss_DICH;b22_PVH_DICH;b23_Tesco_DICH;b24_UNIQLO_DICH;employees_p_factory_gt1000;ownership_grp;TOTAL_BRANDS16;TOTAL_BRANDS16_dich;femployees_p_factory;EPZ;Country
Bombay Rayon Fashions Limited - Unit 7;Bombay Rayon Fashions Ltd;IN;Plot # S 16, 17, 35 & 36, Kiadb Apparel Park, Doddaballapur;;;bangalore;561203;karnataka;India;India;yes;footwear;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;yes;India
Bombay Rayon Fashions Limited - Unit 8;Bombay Rayon Fashions Ltd;IN;Plot No.27/A Bidadi Industrial Area, Kiadb, Bidadi, Ramanagara;;;bangalore;562109;karnataka;India;India;yes;footwear;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;yes;India
Bombay Rayon Fashions Limited Unit-13;Bombay Rayon Fashions Ltd;IN;#505, 12th Mile, Mysore Road;;;bangalore;560060;karnataka;India;India;yes;footwear;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;2500;500.0;500.0;-9;no;India
Bombay Rayon Fashions Ltd - Unit XI;Bombay Rayon Fashions Ltd;IN;No.58, 4th Main Road, 2ndCross Road, 3rd Phase, Peenya Industrial Area;;;bangalore;560058;karnataka;India;India;yes;footwear;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;yes;India
Bombay Rayon Fashions Limited - Unit 26;Bombay Rayon Fashions Ltd;IN;#115/116 Gopalapura Hesragatta Main Road Near Railway Gollahalli, Dasanapura ;;;bangalore;562123;karnataka;India;India;yes;footwear;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;82;no;India
Bombay Rayon Fashions Limited - Unit 14;Bombay Rayon Fashions Ltd;IN;No. 42/2-1, Industrial Suburb, Yeshwanthpur;;;bangalore;560022;karnataka;India;India;yes;footwear;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;no;India
Centex Fabrics Export Unit;Centex Fabrics Export Unit;IN;D-217, Phase VII, Focal Point;;;ludhiana;141010;punjab;India;India;no;accessories;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;2500;2500.0;500.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;yes;500;500.0;500.0;-9;no;India
Classic Knit Processors - Garment Factory Unit 5;Classic Knits India Pvt Ltd;IN;237/1-B, Murugampalayam Panchayat, Veerapandi Post;;;tirupur;641604;tamil nadu;India;India;yes;footwear;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;no;India
Dhana Textiles LLP;Dhana Textiles LLP;IN;No. 78, Panickampalayam, Perundurai;;;erode;638052;tamil nadu;India;India;no;footwear;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;2500;500.0;500.0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;no;500;500.0;500.0;-9;no;India
Elango Textiles Mills;Elango Textiles Mills;IN;315/3 Perundurai Road, Perundurai;;;erode;638009;tamil nadu;India;India;no;footwear;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;no;India
Global Garments Pvt Ltd - Yeshwanthpur / III;Global Garment Pvt Ltd;IN;No. 44, 3rd Cross, Industrial Suburb, Yeshwanthpur;;;bangalore;560022;karnataka;India;India;yes;footwear;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;no;India
Gokaldas India;"Gokaldas Exports Ltd (IN; Blackstone FP Capital Partners, MU)";IN;21B & 21C, #34-37, Nallakadaranahalli, Peenya Iind Stage, Indus;;;bangalore;560022;karnataka;India;India;yes;footwear;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;2500;500.0;500.0;-9;no;India
Gokaldas Exports (Indigo Blues Washing Unit);"Gokaldas Exports Ltd (IN; Blackstone FP Capital Partners, MU)";IN;PLOT NO.-02, KIADB INDUSTRIAL AREA,, DODABALLAPUR;;;bangalore;561203;karnataka;India;India;yes;footwear;0;0;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;2500;500.0;500.0;-9;yes;India
Gokaldas Exports (Unit Euro Clothing III);"Gokaldas Exports Ltd (IN; Blackstone FP Capital Partners, MU)";IN;KATHA NO.- S 620 - 628, T.B. ROAD, SRIRANGAPATNA;;;bangalore;571438;karnataka;India;India;yes;footwear;0;0;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;2500;500.0;500.0;-9;no;India
Gokaldas Exports (Washing Unit GG-3);"Gokaldas Exports Ltd (IN; Blackstone FP Capital Partners, MU)";IN;NO.44, 3RD CROSS,, INDUSTRIAL SUBURB,, YESHWANTHPUR,;;;bangalore;560022;karnataka;India;India;yes;footwear;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;no;India
Gokaldas Exports Ltd Unit 1;"Gokaldas Exports Ltd (IN; Blackstone FP Capital Partners, MU)";IN;PLOT NO. 119, KIADB, GROWTH CENTER, HASSAN;;;bangalore;573201;karnataka;India;India;yes;footwear;0;0;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;2500;500.0;500.0;-9;yes;India
Indian Designs Exports Pvt Ltd- Unit 4;Indian Design Exports Pvt. Ltd;IN;Survey No. 8/2, Vp Khata, No. 851, Benganur Village, Kasaba Hobli, Bangarpat Taluk, Kolar;;;bangalore;560045;karnataka;India;India;yes;footwear;0;0;0;0;0;0;2500;0;2500;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2500;2500.0;;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;2500;2500.0;500.0;-9;no;India
Indian Designs Exports Pvt Ltd Unit 9;Indian Design Exports Pvt. Ltd;IN;Survey #293, Parigi Road, Parigi village;;;hindupur;515261;andhra pradesh;India;India;yes;footwear;0;0;0;0;0;0;2500;0;2500;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2500;2500.0;;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;2500;2500.0;500.0;-9;no;India
Indian Designs Exports Pvt Ltd-Unit 5;Indian Design Exports Pvt. Ltd;IN;1048 Dr Apj Abdul Kalam Road, Govindpura, Ac Post;;;bangalore;560045;karnataka;India;India;yes;footwear;0;0;0;0;0;0;500;0;500;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2500;500.0;;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;2500.0;500.0;-9;no;India
Indian Designs Exports Pvt Ltd Unit 12;Indian Design Exports Pvt. Ltd;IN;No 10, Ist Main Road, Lidkar Colony, K.G. Halli;;;bangalore;560045;karnataka;India;India;yes;footwear;0;0;0;0;0;0;500;0;500;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2500;500.0;;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;2500.0;500.0;-9;no;India
Indian Designs Exports Pvt Ltd-Unit 7;Indian Design Exports Pvt. Ltd;IN;SURVEY # 307 TO 312,, CHINNABENNANGUR,, BENNANGUR (POST), DENKANIKOTE;;;krishnagiri;635107;tamil nadu;India;India;yes;footwear;0;0;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;2500;500.0;500.0;-9;no;India
Indian Designs Exports Pvt Ltd - Finishing Unit;Indian Design Exports Pvt. Ltd;IN;No.66/64/58, Ashok Kumar Godown,, KGF Road, , Kolar Distr;;;bangarapet;563114;karnataka;India;India;yes;footwear;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;no;India
Indian Designs Exports Pvt Ltd - Unit XII;Indian Design Exports Pvt. Ltd;IN;2, EZAIKIEL INDUSTRIAL ESTATE,, KADUGONDANAHALL;;;bangarapet;560045;karnataka;India;India;yes;footwear;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;no;India
Indigo Blues Bangalore Pvt Ltd;Indigo Blues Bangalore Pvt Ltd;IN;Plot No. 2, K.I.A.D.B. Industrial A, Doddaballapur;;;bangalore;561203;karnataka;India;India;no;footwear;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;500;500.0;500.0;-9;yes;India
International Clothing Company-1;"Gokaldas Exports Ltd (IN; Blackstone FP Capital Partners, MU)";IN;Plot No: B2,B3 & B4, Industrial Estate, Madanapalli;;;chittoor;517325;andhra pradesh;India;India;yes;footwear;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;yes;India
Intex Sourcing;Intex Sourcing;IN;S-13 Okhla Phase 2, Industrial Area;;;delhi;110020;delhi ncr;India;India;no;footwear;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;yes;India
JD Clothing Company;JD Clothing Company;IN;No. 9, Industrial Suburb, Rajajinagar;;;bangalore;560010;karnataka;India;India;no;footwear;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;500;500.0;500.0;-9;no;India
Jega Garments LLP;Jega Garments LLP;IN;85/19-21, Panickampalayam, Perundurai;;;coimbatore;638052;tamil nadu;India;India;no;footwear;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;500;500.0;500.0;-9;no;India
Jus Effex;Jus Effex;IN;Unit No. 26B (15 & 16), Sidco Industrial Estate, North Phase, Ambattur;;;chennai;600098;tamil nadu;India;India;no;footwear;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;500;500.0;500.0;-9;yes;India
K & M Exports Pvt Ltd - Unit II;K.Mohan & Company (Exports) Pvt. Ltd;IN;49 Slv Industrial Complex, Singasandra, Begur Hobli;;;bangalore;561203;karnataka;India;India;yes;footwear;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;2500;500.0;500.0;-9;no;India
Kay Exports;Kay Exports;IN;Plot No. 38-39 Gali Raghav Motor, Batala Rd;;;amritsar;143006;punjab;India;India;no;accessories;0;0;0;0;0;500;500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;7500;500.0;500.0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;no;500;2500.0;500.0;-9;yes;India
Linea Fashions (India) Pvt Ltd;Linea Fashions (India) Pvt Ltd;IN;Sdf Iii, Unit 47-57 & 69-79, Madras Export Processing Zone, Tambaram;;;chennai;600045;tamil nadu;India;India;no;footwear;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;500;500.0;500.0;-9;yes;India
Lucky Tex III;"Gokaldas Exports Ltd (IN; Blackstone FP Capital Partners, MU)";IN;19, Raja Indl. Estate, Industrial Suburb, II Stage;;;bangalore;560022;karnataka;India;India;yes;footwear;0;0;0;0;0;0;500;0;500;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2500;500.0;;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;2500.0;500.0;-9;no;India
Matrix Clothing Pvt Ltd;Matrix Clothing Pvt Ltd;IN;Khandsa Road, Village Muhammadpur, Khandsa;;;gurgaon;122004;haryana;India;India;no;footwear;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;500;500.0;500.0;-9;no;India
N. J. K. Enterprises;N. J. K. Enterprises;IN;Property No 247 to 250, Khata No: 106 / 138, Nagawara Road, Nagawara Grama, Kasab;;;bangalore;560045;karnataka;India;India;no;footwear;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;500;500.0;500.0;-9;no;India
Nahar Spg. Mills Ltd, 376;Nahar Industrial Enterprises Ltd;IN;376, Industrial Area - A;;;ludhiana;141003;punjab;India;India;yes;footwear;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;yes;India
Nahar Spinning Mills Ltd (Dyeing Unit);Nahar Industrial Enterprises Ltd;IN;Unit -3, Dhandari Kalan, Gt Road;;;ludhiana;141003;punjab;India;India;yes;footwear;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;yes;India
Nahar Spinning Mills Ltd, 373;Nahar Industrial Enterprises Ltd;IN;373, Industrial Area - A;;;ludhiana;141003;punjab;India;India;yes;footwear;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;yes;India
Nahar Spinning Mills Ltd - 427(New Building);Nahar Industrial Enterprises Ltd;IN;427 - (New Building), Industrial Area - A;;;ludhiana;141003;punjab;India;India;yes;footwear;0;0;0;2500;0;0;2500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;7500;2500.0;500.0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;yes;2500;2500.0;500.0;-9;yes;India
Nisha Designs;Nisha Designs;IN;25F, Peenya II Phase, Peenya Industrial Area, N.T.T.F Circle;;;bangalore; ;karnataka;India;India;no;footwear;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;500;500.0;500.0;-9;yes;India
Nisha Designs-Hindupur;Nisha Designs;IN;SY NO 136-6, Kodigina halli (V), Parigi (M), Ananta Puramu District;;;yelamanchili; ;andhra pradesh;India;India;yes;footwear;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;no;India
Nisha Designs-I;Nisha Designs;IN;No. 485/11, 14th Cross, 4th Phase, Peenya Industrial Area;;;bangalore; ;karnataka;India;India;yes;footwear;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;2500;500.0;500.0;-9;yes;India
Orient Craft 9A;Orient Craft Ltd;IN;Plot 9A, Sector 34;;;gurgaon; ;haryana;India;India;yes;footwear;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;yes;India
Orient Craft Limited - 7P;Orient Craft Ltd;IN;Plot 7-P, Ehtp, Sector - 37;;;gurgaon; ;haryana;India;India;yes;footwear;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;2500;500.0;500.0;-9;yes;India
Orient Craft Limited - Manesar;Orient Craft Ltd;IN;Plot Nos. 13-15, Sector 5, Imt Manesar;;;gurgaon; ;haryana;India;India;yes;footwear;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;2500;500.0;500.0;-9;yes;India
Orient Fashion Exports (India) Pvt Ltd E45/9&10;Orient Craft Ltd;IN;Plot E-45/9&10, Okhla Industrial Area, Phase-2;;;delhi; ;delhi ncr;India;India;yes;footwear;0;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;yes;India
Orient Craft Ltd (Home - Plot 809-820);Orient Craft Ltd;IN;Plot A-809 -820, Riico Industrial Area, Chopanki Extension, Pathredi;;;gurgaon; ;haryana;India;India;yes;footwear;0;0;0;0;2500;0;2500;0;0;500;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7500;2500.0;;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;2500;7500.0;500.0;20;yes;India
Orient Craft Ltd (Plot 3-5);Orient Craft Ltd;IN;Plot No-3 To 5 Ph Vi Sector-37 Khandsa;;;gurgaon; ;haryana;India;India;yes;footwear;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;2500.0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;yes;2500;500.0;500.0;-9;yes;India
Orient Craft Ltd (Plot 360);Orient Craft Ltd;IN;Plot No. 360 Pace City Ii Sector 37 Khandsa;;;gurgaon; ;haryana;India;India;yes;footwear;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;yes;India
Orient Craft Sweaters;Orient Craft Ltd;IN;Plot No. 32 33 SECTOR IV IMT MANESAR,;;;gurgaon;122105;haryana;India;India;yes;footwear;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;14;yes;India
Orient Crafts Ltd (Knits);Orient Craft Ltd;IN;K-9-13 UDYOG VIHAR, PHASE 6 KHANDSA;;;gurgaon;122201;haryana;India;India;yes;footwear;0;0;0;0;0;2500;2500;0;0;2500;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7500;2500.0;;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;2500;7500.0;500.0;3;no;India
Orient Craft Limited - 7D;Orient Craft Ltd;IN;7D Maruti Industrial Complex, Sector - 18;;;gurgaon;122050;haryana;India;India;yes;footwear;0;0;0;0;0;500;2500;0;0;2500;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7500;500.0;;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;7500.0;500.0;14;no;India
Orient Craft Limited;Orient Craft Ltd;IN;Plot No.12-13, Sector-37, Phase-6, Gurgaon-122012.Haryana;;;gurgaon;122015;haryana;India;India;yes;footwear;0;0;0;0;0;500;500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2500;500.0;;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;2500.0;500.0;-9;yes;India
Orient Fashion Exports I P Ltd (488);Orient Craft Ltd;IN;PLOT NO - 488 , UDYOG VIHAR , PHASE II;;;gurgaon;122016;haryana;India;India;yes;footwear;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;45;yes;India
Orient Fashion Exports Ltd;Orient Craft Ltd;IN;Plot no-B-4, Sector-67, Gautam Budh Naga;;;noida;201301;uttar pradesh;India;India;yes;footwear;0;0;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;500;500.0;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;2500;500.0;500.0;-9;yes;India
Orient Fashion Exports Ltd;Orient Craft Ltd;IN;Plot no-C-17, Sector-67, Gautam Budh Nagar;;;noida;201301;uttar pradesh;India;India;yes;footwear;0;0;0;0;0;2500;2500;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2500;2500.0;;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;2500;2500.0;500.0;-9;yes;India
