Factories_name;Parent_companies_name;Country_parent;Address_1_factory;Address_2_factory;Address_3_factory;City_factory;Zip_Code_factory;Province_State_factory;countrycode;country_parent_num;factory_parent_different;Product_Categories_grp;b1_Adidas;b2_ASICS;b3_ASOS;b4_CandA;b5_Debenhams;b6_Esprit;b7_GAP;b8_G_STAR;b9_HandM;b10_MandS;b11_NIKE;b12_Pentland;b13_Primark;b14_PUMA;b15_Under_Armour;b16_VF_Corp;b17_Amer_Sports;b18_Bestseller;b19_KappAhl;b20_New_Balance;b21_Levi_Strauss;b22_PVH;b23_Tesco;b24_UNIQLO;TOTAL_BRANDS;employees_p_factory;nonmbrs;b1_Adidas_DICH;b2_ASICS_DICH;b3_ASOS_DICH;b4_CandA_DICH;b5_Debenhams_DICH;b6_Esprit_DICH;b7_GAP_DICH;b8_G_STAR_DICH;b9_HandM_DICH;b10_MandS_DICH;b11_NIKE_DICH;b12_Pentland_DICH;b13_Primark_DICH;b14_PUMA_DICH;b15_Under_Armour_DICH;b16_VF_Corp_DICH;b17_Amer_Sports_DICH;b18_Bestseller_DICH;b19_KappAhl_DICH;b20_New_Balance_DICH;b21_Levi_Strauss_DICH;b22_PVH_DICH;b23_Tesco_DICH;b24_UNIQLO_DICH;employees_p_factory_gt1000;ownership_grp;TOTAL_BRANDS16;TOTAL_BRANDS16_dich;femployees_p_factory;EPZ;Country
Jinhua Mengna Textile Co Ltd;Jinhua Mengna Textile Co Ltd;CN;Jin Hua Jinxi Economic Development Zone Luobu Town ;;;Jinhua; ;Zhejiang;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;66;1;China
Jingjiang Haodong Textile Co Ltd;Jingjiang Haodong Textile Co Ltd;CN;Industrial Park Xilai Town Jingjiang City ;;;Taizhou; ;Jiangsu;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;78;1;China
Jinhu Lingwei Knitting Co Ltd;Jinhu Lingwei Knitting Co Ltd;CN;#7 Jinhuan Road, Industrial Concentration District Qianfeng Town Jinhu Country Huaian City;;;Huai'an ; ;Jiangsu;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;65;0;China
Jinhua Jinfeng Plastic Factory;Jinhua Jinfeng Plastic Factory;CN;2289 Huafeng East Road Jindong Economic Development Zone;;;Jinhua; ;Zhejiang;156;156;0;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;50;1;China
Jining Yanqing Garment Co Ltd;Jining Yanqing Garment Co Ltd;CN;300 Meter South Yiqiao Zhong Village Yiqiao Town Wenshang;;;Jining; ;Shandong;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;85;0;China
JinJiang Aide Fashion Co Ltd;JinJiang Aide Fashion Co Ltd;CN;The 2Nd & 3Rd Floor Of No. 1 Building Hede Industrial Park, San’Ou Industrial Zone Yinglin Town;;;Quanzhou; ;Fujian;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;55;1;China
Jinjiang Jiehong Garments Co Ltd;Jinjiang Jiehong Garments Co Ltd;CN;No 78 Nanhuan Road Jinyu Village Shenhu Town Jinjiang;;;Quanzhou; ;Fujian;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;69;0;China
Jinjiang Jinjili Clothing Weaving Co Ltd;Jinjiang Jinjili Clothing Weaving Co Ltd;CN;No. 33 North Xingdong Road Shenhu Town Jinjiang City;;;Quanzhou; ;Fujian;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;76;0;China
Jinjiang Qiansen Garments Co Ltd;Jinjiang Qiansen Garments Co Ltd;CN;138 Xiban Industrial Chendai Town Jinjiang City;;;Quanzhou; ;Fujian;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;77;0;China
Jinjiang Ruxing Garments & Weaving Co Ltd;Jinjiang Ruxing Garments & Weaving Co Ltd;CN;No 98,Shifeng Industrial Zone, Shenhu Town, Jinjiang City;;;Quanzhou; ;Fujian;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;70;1;China
Jinjiang Tailai Garment Co Ltd;Jinjiang Tailai Garment Co Ltd;CN;No.2 South Dongshan Industrial Zone Shenhu Town Jinjiang;;;Quanzhou; ;Fujian;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;74;1;China
Jinyun Jianyi Shoes Co Ltd;Jinyun Jianyi Shoes Co Ltd;CN;No 18 Of Xinnan Road Xinbi Industrial Zone Jinyun County Lishui City;;;Lishui; ;Zhejiang;156;156;0;3;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;67;1;China
Kai Lam Plastic Shenzhen Co Ltd;Kai Lam Industrial Co Ltd;HK;No. 1 Jinmao Road Block 1-3, Industrial Area Phase 3 Guan Lan;;;Shenzhen; ;Guangdong;156;344;1;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;61;1;China
Kaixi Int'l Guanzhou Guangdong Clothing Ltd;Kaixi Int'l Guanzhou Guangdong Clothing Ltd;CN;4Th Floor, 18Th Building, Chizhu Garden No 176 Yunxiang Road, Tonghe Street Guangzhou Avenue North Baiyun;;;Guangzhou; ;Guangdong;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;56;0;China
Kuntak Fujian Umbrella Ind Co Ltd;Kuntak Fujian Umbrella Ind Co Ltd;CN;Hondar North Industrial Building Meifeng Village Dongshi Town Jinjiang City;;;Quanzhou; ;Fujian;156;156;0;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;74;0;China
Laizhou Lifu Arts and Crafts Co Ltd;Laizhou Lifu Arts and Crafts Co Ltd;CN;Balamiao Road West Wenfenglu Community Laizhou City;;;Laizhou; ;Shandong;156;156;0;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;76;0;China
Li Fu Enterprises Corp;Li Fu Enterprises Corp;CN;Huang Zhu Yuan Industrial District Maiyuan Managing Zone Changping Town Dongguan City;;;Dongguan; ;Guangdong;156;156;0;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;53;1;China
Lianyungang Hanwei Garment Co Ltd;Lianyungang Hanwei Garment Co Ltd;CN;No 13 Longitude Road Baiguoshu Village Lianyun District Lianyungang City;;;Lianyungang; ;Jiangsu;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;78;0;China
Libixing Garment & Weaving Co Ltd;Libixing Garment & Weaving Co Ltd;CN;Gaohu Industrial Zone Yinglin Town Jinjiang;;;Quanzhou; ;Fujian;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;60;1;China
Linhai Junmeng Sunglasses Factory;Linhai Junmeng Sunglasses Factory;CN;Fenxi Village Duqiao Town Linhai Taizhou ;;;Taizhou; ;Zhejiang;156;156;0;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;47;0;China
Linhai Sichuang Glasses Factory;Linhai Sichuang Glasses Factory;CN;Antou Village Duqiao Town Linhai City ;;;Taizhou; ;Zhejiang;156;156;0;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;48;0;China
Linhai Taifeng Knitting Co Ltd;Linhai Taifeng Knitting Co Ltd;CN;Dongda Industrial Zone Datian Street Linhai City ;;;Taizhou; ;Zhejiang;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;70;1;China
Linyi Hnur Chenjia Fashion Co Ltd;Linyi Hnur Chenjia Fashion Co Ltd;CN;Daokou Village Sucun Town Yinan County Linyi City ;;;Linyi; ;Shandong;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;90;0;China
Lishui Zhongwei Shoes Co Ltd;Lishui Zhongwei Shoes Co Ltd;CN;No.328, Lvgu Street Shuige Industry Lishui City ;;;Lishui; ;Zhejiang;156;156;0;3;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;61;0;China
Guanzhou Lixin Cosmetics Co Ltd;Guanzhou Lixin Cosmetics Co Ltd;CN;The Building No. 2 And First Floor Of Building No. 3, Huifeng Industry Zone Tielukeng Qishi Town ;;;Dongguan; ;Guangdong;156;156;0;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;71;1;China
Luan Fashion Handbag Co Ltd;Luan Fashion Handbag Co Ltd;CN;Gaocheng East Road Economic Development Zone ;;;Lu'An; ;Anhui;156;156;0;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;70;1;China
Lucky Dragon Enterprise Group Inc;Lucky Dragon Enterprise Group Inc;HK;No 1 Pushi 1Rd Qiao Tou Town DongGuan City;;;Dongguan; ;Guangdong;156;344;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;71;0;China
Mani Jewelry Co Ltd;Mani Jewelry Co Ltd;CN;Nanwan Village Qingda Industrial Park Chengyang District Qingdao;;;Qingdao; ;Shandong;156;156;0;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;87;1;China
Michaelshop QingDao MFG Co Ltd;Michaelshop QingDao MFG Co Ltd;CN;50 Meters Of East Zhangjiazhuang Community Jihongtan City Chengyang District ;;;Qingdao; ;Shandong;156;156;0;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;67;0;China
Mingfai Industrial Shenzhen Co Ltd;Mingfai Industrial Shenzhen Co Ltd;CN;Ming Fai Industrial Estate, Bainingkeng Pinghu Longgan District;;;Shenzhen; ;Guangdong;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;60;0;China
Nan Li Knitting Factory;Nan Li Knitting Factory;CN;No. B-01 Bang De Industrial Zone Yongchun County Quanzhou City;;;Quanzhou; ;Fujian;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;64;1;China
Nangtong Aike Fushi Garment Co;Nangtong Aike Fushi Garment Co;CN;Group 14 Huanchi Village Jiang'An Town Rugao City ;;;Nantong; ;Jiangsu;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;81;0;China
Nanjing Cutetoy Manufacturer Co Ltd;Nanjing Cutetoy Manufacturer Co Ltd;CN;Airport Industrial Zone Shiqiu Town Lishiu District Nanjing;;;Nanjing; ;Jiangsu;156;156;0;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;71;1;China
Nanjing Soho & Jieyun Apparel Co Ltd;Nanjing Soho & Jieyun Apparel Co Ltd;CN;177Th Jiniu North Road Lishui District Nanjing;;;Nanjing; ;Jiangsu;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;87;0;China
Nanjing Vigilant Garments Co Ld;Nanjing Vigilant Garments Co Ld;CN;Renmin Road Maji Town Luhe District Nanjing City;;;Nanjing; ;Jiangsu;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;82;0;China
Nantong Grace Clothing Co Ld;Fashion Avenue Knits Inc;US;No. 1 Section A North Suburb Industrial Park Of Haian County;;;Nantong; ;Jiangsu;156;840;1;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3;2;1;90;1;China
Nantong Guanpeng Garment Co Ltd;Nantong Guanpeng Garment Co Ltd;CN;Shachang Village Xiting Town Tongzhou Area Nantong City;;;Nantong; ;Jiangsu;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;87;0;China
Nantong Haifeng Knitting Co Ltd;Nantong Haifeng Knitting Co Ltd;CN;No 100 South Zhangjian Road Dayun Town Rudong County Nantong;;;Nantong; ;Jiangsu;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;72;0;China
NanTong Heritage Home Textiles Ltd;NanTong Heritage Home Textiles Ltd;CN;West Chuangang Chuanjiang Town, Tongzhou District, Nantong ;;;Nantong; ;Jiangsu;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;67;0;China
Nantong Jialing Dress Co Ltd;Nantong Jialing Dress Co Ltd;CN;West To Agricultural Bank Jiamiaoqiao Village Fengli Town Rudong County;;;Nantong; ;Jiangsu;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;90;0;China
National Brassieres & Underwear Factory Ltd Yin Tian;National Brassieres & Underwear Factory Ltd;HK;Yin Tian Development Zone Rong County Economic Development Area Rong X;;;Rongxian; ;Guangxi;156;344;1;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;85;1;China
National Brassieres & Underwear Factory No 80;National Brassieres & Underwear Factory Ltd;HK;No. 80 Dongqu Road Xiangxi Industrial Centre Liaobu Town Dongguan ;;;Dongguan; ;Guangdong;156;344;1;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;0;-9;-9;-9;-9;-9;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;3;1;1;62;0;China
Neijiang Kingdom Knitting Co Ltd;Neijiang Kingdom Knitting Co Ltd;CN;No 5, Minzhu Road Zhenxi Town Weiyuan District Neijiang ;;;Neijiang ; ;Sichuan;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;82;0;China
NFT Enterprise Corp Ltd;NFT Enterprise Corp Ltd;CN;Guozhai Village Gaishan Town Cangshan District, Minhou Country Fuzhou ;;;Fuzhou; ;Fujian;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;70;0;China
Ningbo Alaska Packing Manufacture Co Ltd;Ningbo Alaska Packing Manufacture Co Ltd;CN;58 Dagang Road Beilum Ningbo ;;;Ningbo; ;Zhejiang;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;67;0;China
Ningbo Bihai Garments Co Ltd;Ningbo Bihai Garments Co Ltd;CN;No. 203 Yingzhou Road Beitang Industrial Zone Xiangshan County ;;;Ningbo; ;Zhejiang;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;67;1;China
Ningbo Chende Knitting Co Ltd;Ningbo Chende Knitting Co Ltd;CN;No.32, Zhixin Road Chengdong Industral Park Xiangshan County;;;Ningbo; ;Zhejiang;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;73;0;China
Ningbo Chuanghe Garments Co Ltd;Ningbo Chuanghe Garments Co Ltd;CN;No. 203 Yingzhou Road Beitang Industrial Zone Juexi, Xiangshan Count;;;Ningbo; ;Zhejiang;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;59;1;China
Ningbo Guotai Knitwear Co Ltd;Ningbo Guotai Knitwear Co Ltd;CN;Xiaowangmiao Industrial Estate Fenghua ;;;Ningbo; ;Zhejiang;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;84;0;China
Ningbo Hongli Ruifa Accessory Ltd;Ningbo Hongli Ruifa Accessory Ltd;CN;Ningbo Jiangbei Investment Center   318B District Beihai Lucy Shao Factory Second Floor Jiangbei Lihua;;;Ningbo; ;Zhejiang;156;156;0;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;71;0;China
Ningbo Huifeng Handicraft Co Ltd;Ningbo Arts & Crafts Co Ltd;CN;397 Qinchun Road Qiaoyi Village Xialon Town Cixi City;;;Ningbo; ;Zhejiang;156;156;1;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;79;0;China
Ningbo Jingcheng Plastic Product Co Ltd;Ningbo Jingcheng Plastic Product Co Ltd;CN;No. 270-8, Hujiata, Kongshu Village, Xiaogang Town, Beilun County, Ningbo City ;;;Ningbo; ;Zhejiang;156;156;0;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;86;0;China
Ningbo Jinshan Sporting Goods Factory;Ningbo Jinshan Sporting Goods Factory;CN;No. 368 Fengle Road Hengxi Town Yinzhou District Ningbo City;;;Ningbo; ;Zhejiang;156;156;0;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;81;0;China
Ningbo Kwung Wisdom Art & Design Co Ltd;Ningbo Kwung Wisdom Art & Design Co Ltd;CN;827 Qixiang Rd Haishu District Ningbo City ;;;Ningbo; ;Zhejiang;156;156;0;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;69;0;China
Ningbo Sen Ye Knitting Co Ltd;Ningbo Sen Ye Knitting Co Ltd;CN;No.205 Xin Ying Rd Juexi Street Xiangshan County Ningbo City;;;Ningbo; ;Zhejiang;156;156;0;2;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;71;0;China
