Factories_name;Parent_companies_name;Country_parent;Address_1_factory;Address_2_factory;Address_3_factory;City_factory;Zip_Code_factory;Province_State_factory;countrycode;country_parent_num;factory_parent_different;Product_Categories_grp;b1_Adidas;b2_ASICS;b3_ASOS;b4_CandA;b5_Debenhams;b6_Esprit;b7_GAP;b8_G_STAR;b9_HandM;b10_MandS;b11_NIKE;b12_Pentland;b13_Primark;b14_PUMA;b15_Under_Armour;b16_VF_Corp;b17_Amer_Sports;b18_Bestseller;b19_KappAhl;b20_New_Balance;b21_Levi_Strauss;b22_PVH;b23_Tesco;b24_UNIQLO;TOTAL_BRANDS;employees_p_factory;nonmbrs;b1_Adidas_DICH;b2_ASICS_DICH;b3_ASOS_DICH;b4_CandA_DICH;b5_Debenhams_DICH;b6_Esprit_DICH;b7_GAP_DICH;b8_G_STAR_DICH;b9_HandM_DICH;b10_MandS_DICH;b11_NIKE_DICH;b12_Pentland_DICH;b13_Primark_DICH;b14_PUMA_DICH;b15_Under_Armour_DICH;b16_VF_Corp_DICH;b17_Amer_Sports_DICH;b18_Bestseller_DICH;b19_KappAhl_DICH;b20_New_Balance_DICH;b21_Levi_Strauss_DICH;b22_PVH_DICH;b23_Tesco_DICH;b24_UNIQLO_DICH;employees_p_factory_gt1000;ownership_grp;TOTAL_BRANDS16;TOTAL_BRANDS16_dich;femployees_p_factory;EPZ;Country
Highlink Garment Co Ltd;Highlink Garment Co Ltd;CN;No 43 Jinfu Road, Xiaojinkou Town,;;;Huizhou;516023;Guangdong;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;36;0;China
Hong Fai Gong Yi Knitting Factory Ltd;Hong Fai Gong Yi Knitting Factory Ltd;CN;No. 10 Block 11, Wen Hua Zhong Lu, Chen Hai;;;Shantou;515829;Guangdong;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;100;1;China
HongCai Washing Limited Company;HongCai Washing Ltd Company;CN;Xingli Village, Wanggang Town, Nangang District,;;;Harbin;150088;Heilongjiang;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;62;0;China
Hongda Printing Factory;Hongda Printing Factory;CN;No 22, Changdu Street, Triangle Beach, Xiaojinkou Town,;;;Huizhou;516023;Guangdong;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;43;0;China
Hua Yong Printing Factory;Hua Yong Printing Factory;CN;2nd Floor of No. 98 Si Sha Road, Min Tian Village, Shatian Town,;;;Dongguan;523991;Guangdong;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;50;0;China
Huaxin Shoes Manufactory;Huaxin Shoes Manufactory;CN;West side of Xianhua Road, No.1 of Huamei Country, Caitang Town,;;;Chaozhou;515638;Guangdong;156;156;0;3;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;44;0;China
Huayue Products Co Ltd;Huayue Products Co Ltd;CN;No. 18, Xichang Road, Xitangqiao Town, Haiyan County,;;;Jiaxing;314305;Zhejiang;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;82;0;China
Hui Lei Co Ltd;Hui Lei Co Ltd;CN;Gaoxin Zone, Dayi, Changshu,;;;Suzhou;215500;Jiangsu;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;90;1;China
Huidong Tang Chen Shoes Co Ltd;Huidong Tang Chen Shoes Co Ltd;CN;No.3 Lane 6, 3 XueXing Road, Huang Bu Town,;;;Huidong;516353;Guangdong;156;156;0;3;-9;-9;1;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;-9;3;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;1;50;0;China
Huizhou City Yuanfeng Shoes Co Ltd;Huizhou City Yuanfeng Shoes Co Ltd;CN;Xiayang Industrial Zone, Dakeng;;;Huidong;516300;Guangdong;156;156;0;3;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;32;1;China
Huizhou Xinfa Shoes Co Ltd;Huizhou Xinfa Shoes Co Ltd;CN;Xinfa Industry Park, Binhe East Road, Huangbu Town,;;;Huidong;516353;Guangdong;156;156;0;3;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;54;0;China
Inter Power Enterprises;Inter Power Enterprises;HK;Building A4, 3/F Hengda Industrial Park, Bigui Road, Luopu Street, Panyu District,;;;Guangzhou;511431;Guangdong;156;344;0;1;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;64;1;China
J&B Huizhou Garment Manufacturing Co Ltd;J&B Huizhou Garment Manufacturing Co Ltd;CN;Site B, 1 Industry Area, San Dong Digital and Industry Park,;;;Huizhou;516025;Guangdong;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;14;0;China
Jian Feng Knitting Garment Fty Co Ltd;Jian Feng Knitting Garment Fty Co Ltd;CN;Gaolong Industrial Zone, Huanzhuli Village, Changping Town,;;;Dongguan;523650;Guangdong;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;46;1;China
Jiangdu City Jinbao Computer Embroidery Factory;Jiangdu City Jinbao Computer Embroidery Factory;CN;Wubao Village, Xiaoji Town,;;;Yangzhou;225245;Jiangsu;156;156;0;1;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;83;0;China
Jiangsu Tesehng Print Co Ltd;Jiangsu Tesehng Print Co Ltd;CN;Xihuan Road, Jurong Economic Development Zone,;;;Jurong;210012;Jiangsu;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;50;1;China
Jiangsu Zhangzhi Textile Co Ltd;Jiangsu Zhangzhi Textile Co Ltd;CN;19 Changxin Road, North Industry Zone,;;;Jinjiang;212000;Fujian;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;91;1;China
Jiangtian Cap Factory;Yangzhou Jiangtian Caps Co Ltd;CN;PanGu Industrial Park,;;;Yangzhou;211407;Jiangsu;156;156;1;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;83;1;China
Jiangyin Chaoyu Knitting Co Ltd;Jiangyin Chaoyu Knitting Co Ltd;CN;No.12-8 Yungu Road, Zhutang Town,;;;Jinjiang;214415;Fujian;156;156;0;2;-9;-9;1;-9;-9;-9;1;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;-9;4;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;1;61;0;China
Jiangyin Yifute Clothing Co Ltd;Jiangyin Yifute Clothing Co Ltd;CN;No 62-1 Wennan Rd, Wenlin, Zhutan Town;;;Jinjiang;214416;Fujian;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;59;0;China
Jiashan Tian Ma Leather Gloves Co Ltd;Jiashan Tian Ma Leather Gloves Co Ltd;CN;No.658 Jinxiu Avenue, Yaozhuang Town, Jiashan County,;;;Jiaxing;314117;Zhejiang;156;156;0;1;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;79;0;China
Jiashan Yaode Garments Co Ltd;Jiashan Yaode Garments Co Ltd;CN;No. 29 Hengxing Road, Jianshan County,;;;Jiaxing;314100;Zhejiang;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;63;0;China
Jiaxing Yongsheng Garment Factory;Jiaxing Yongcheng Group;CN;Qijia Village, Shengdang Town,;;;Taizhou;314311;Zhejiang;156;156;1;2;-9;-9;1;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;53;0;China
Jieyang City Qizhan Industrial Co Ltd;Jieyang City Qizhan Industrial Co Ltd;CN;Industrial Park, Keji Mid-road, Pandong Town, Lancheng District,;;;Jieyang;522071;Guangdong;156;156;0;3;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;36;1;China
Jieyang Tinyun Footwear Co Ltd;Jieyang Tinyun Footwear Co Ltd;CN;North Road No.3, Economic Development District, Jiedong,;;;Jieyang;515500;Guangdong;156;156;0;3;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;56;1;China
Jin Bo Li Shoe Factory;Jin Bo Li Shoe Factory;CN;No.143 Dong Jin Road, Da Ling Town;;;Huidong;516321;Guangdong;156;156;0;3;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;46;0;China
Jin Qiu Hua Garment Industry Co Ltd;Jin Qiu Hua Garment Industry Co Ltd;CN;No.6 Bai Shi Village, Xin Tang Town,;;;Guangzhou;511338;Guangdong;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;41;0;China
JinChang Washing Factory;JinChang Washing Factory;CN;Xinfeng Administrative Area, Xinxu Town, Huicheng District,;;;Huizhou;516223;Guangdong;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;30;0;China
Jinhu JOC Far East Garments Co Ltd;Jinhu JOC Far East Garments Co Ltd;CN;No.96, South Hengyang Road, Jinhu County,;;;Huai'an ;211600;Jiangsu;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;71;0;China
Jintan Tongjiang Laundry Co Ltd;Jintan Tongjiang Laundry Co Ltd;CN;No. 9, Dianchang Road, Jintan district,;;;Changzhou;213000;Jiangsu;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;29;0;China
JiuJiu Garments Co Ltd;JiuJiu Garments Co Ltd;CN;Zhangmuqiao Town,;;;Lu'An;231350;Anhui;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;90;0;China
Jun Ye Co Ltd;Jun Ye Co Ltd;CN;Chaoan Second Industrial Zone,;;;Chaozhou;515644;Guangdong;156;156;0;3;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;25;1;China
Junteng Shoes Co Ltd;Junteng Shoes Co Ltd;CN;No 2 Jihuang Road, Huang Bu Town,;;;Huizhou;516353;Guangdong;156;156;0;3;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;25;0;China
Labelon (Far East) Ltd;Labelon (Far East) Ltd;HK;Flat C&D, 11/F, City Ind. Complex, 116-122 Kwok Shui Rd;;;Kwai Chung; ;HongKong;156;344;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;77;0;China
Laiyi Dyeing Co Ltd;Laiyi Dyeing Co Ltd;CN;No.500 Shahe County;;;Laizhou;261400;Shandong;156;156;0;1;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;57;0;China
Laizhou Lif Arts & Crafts Co Ltd;Laizhou Lif Arts & Crafts Co Ltd;CN;The West of Balamiao Village, Wenfenglu Community,;;;Laizhou;261400;Shandong;156;156;0;1;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;73;0;China
Landchief Rubber Boots Mfg Co Ltd;Landchief Rubber Boots Mfg Co Ltd;CN;No 35 Erzundianianbian, Yongchang Village, Fuyang;;;Hangzhou;311423;Zhejiang;156;156;0;3;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;78;0;China
Le Ji Garment Ltd;Le Ji Garment Ltd;CN;3rd floor, No. 11 Building Da Huang Road,, Bai Sha Square, Humen Town,;;;Dongguan;523900;Guangdong;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;85;0;China
Li Fu Garment Fty;Fu Fung (Hong Kong) Garment Ltd;HK;3rd Building, Huang Zhu Yuan Industrial Zone, Mai Yuan Industrial Zone, Chang Ping Town,;;;Dongguan;523300;Guangdong;156;344;1;2;-9;-9;1;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;52;1;China
Lishui Huasheng Washing Factory;Lishui Huasheng Washing Factory;CN;Maogong Bu, Hefent Town, Lishui District,;;;Nanjing;211216;Jiangsu;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;50;0;China
Liyang Taihe Apparel Co Ltd;Liyang Taihe Apparel Co Ltd;CN;No. 79 Reming Road, Industrial District, Shezhu Town, Liyang City,;;;Changzhou;213341;Jiangsu;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;90;0;China
Long XinTai Factory Ltd;Long XinTai Factory Ltd;CN;No.38 MoingFen Lu, Zhushan Village, DaLong Zhen,;;;Dongguan;523770;Guangdong;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;100;0;China
LRX Costume Weaving Co Ltd;LRX Costume Weaving Co Ltd;CN;Gaoxing Road, Gaohu Industrial District, Yinglin Town, Jinjiang,;;;Quanzhou;362000;Fujian;156;156;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;50;0;China
Masterpiece Nanometer Science and Technology (Shenzhen)Co, Ltd;Masterpiece Nanometer Science and Technology (Shenzhen)Co Ltd;CN;JiXiangRoad,, PingDiStreet, LongGang District,;;;Shenzhen;518117;Guangdong;156;156;1;1;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;34;0;China
Mengyin Lutai Shoes Industrial Co Ltd;Mengyin Lutai Shoes Industrial Co Ltd;CN;Duozhuang Town, Mengyin County,;;;Linyi;276225;Shandong;156;156;0;3;-9;-9;1;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;63;0;China
Nanjing Riverland Textile Technology Co Ltd;Nanjing Textiles Import _ Export Corp Ltd;CN;No.9-3, Fengxiang Road, Hefeng Town, Lishui District,;;;Nanjing;211100;Jiangsu;156;156;1;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;82;0;China
Nasihai Co Ltd;Nasihai Co Ltd;CN;Floor 3, Building 16, Gold Bi Industrial, Yellow Tan Management District, West Township,;;;Shenzhen;518128;Guangdong;156;156;0;1;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;40;0;China
Ningbo Haiqile Embroidery Ltd;Ningbo Haiqile Embroidery Ltd;CN;Jiaochuan Road, Zhenhai Zone,;;;Ningbo;315200;Zhejiang;156;156;0;1;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;87;1;China
Ningbo Hengsheng Hat Business Co Ltd;Ningbo Hengsheng Hat Business Co Ltd;CN;No. 28 Wenti Road (C&A: Style Rd), Zhouxiang Town, Cixi City,;;;Ningbo;315324;Zhejiang;156;156;0;1;-9;-9;1;1;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;-9;4;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;1;65;0;China
Ou Yu Textile Co Ltd;Ou Yu Textile Co,. Ltd;CN;118# 9th Building, Zhonghong Plaza, Guli,;;;Changshu;215515;Jiangsu;156;156;1;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;54;0;China
Oulaibao Leatherware Ltd;Oulaibao Leatherware Ltd;CN;#13 Yinbian West Street, Yinbian Community, Baiyun District,;;;Guangzhou;510400;Guangdong;156;156;0;1;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;63;0;China
Pinghu Lianda;Pinghu Lianda;CN;Tingjian Road, Zhapu Town;;;Pinghu;313201;Zhejiang;156;156;0;2;-9;-9;1;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;56;0;China
Pink Land Industrial Co Ltd;Pink Land Industrial Co Ltd;HK;Fu Man Industrial Garden, No. 1, Feng Huang Industrial Zone, Fuyong Road,;;;Shenzhen;518103;Guangdong;156;344;0;2;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;62;1;China
Qianmei Coating;Qianmei Coating;CN;No. 62 Houjin Coating Part, Yangyi District;;;Wenzhou;325052;Zhejiang;156;156;0;1;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;43;0;China
Qingdao Chang Mei Yuan Jewelry;Qingdao Chang Mei Yuan Jewelry;CN;Xin Xing Jian Cai Industrial, Liuting Street, Chengyang District,;;;Qingdao;266109;Shandong;156;156;0;1;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;25;0;China
Qingdao Congrong Jewellery;Qingdao Congrong Jewellery;CN;Qingdao Jingkou Industrial Area, Chengyang Qu,;;;Qingdao;266109;Shandong;156;156;0;1;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;82;1;China
Qingdao Daesamwon Jewelry High-Tech;Qingdao Daesamwon Jewelry High-Tech;CN;Konggan Industrial Zone, Shuangyuan Road Chengyang,;;;Qingdao;266108;Shandong;156;156;0;1;-9;-9;1;-9;-9;-9;-9;-9;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;32;1;China
